record_id,age_group,postcode_group,income_range,occupation_group
751,20-29,22**,70k-80k,Medical
752,60-65,20**,120k-130k,Medical
753,20-29,20**,80k-90k,Technology
754,40-49,20**,80k-90k,Education
755,20-29,20**,90k-100k,Technology
756,40-49,21**,120k-130k,Management
757,40-49,20**,100k-110k,Technology
758,40-49,20**,110k-120k,Management
759,50-59,21**,90k-100k,Education
760,30-39,21**,80k-90k,Medical
761,60-65,20**,140k-150k,Management
762,50-59,22**,120k-130k,Technology
763,20-29,20**,90k-100k,Technology
764,30-39,20**,70k-80k,Business
765,20-29,20**,80k-90k,Medical
766,30-39,20**,80k-90k,Business
767,30-39,22**,80k-90k,Finance
768,50-59,20**,100k-110k,Business
769,20-29,20**,80k-90k,Technology
770,40-49,21**,90k-100k,Education
771,30-39,20**,80k-90k,Business
772,50-59,20**,100k-110k,Business
773,30-39,22**,70k-80k,Business
774,40-49,20**,90k-100k,Education
775,30-39,22**,90k-100k,Finance
776,50-59,20**,100k-110k,Finance
777,30-39,21**,80k-90k,Medical
778,50-59,21**,100k-110k,Finance
779,20-29,20**,90k-100k,Management
780,60-65,21**,100k-110k,Finance
781,60-65,21**,140k-150k,Technology
782,20-29,20**,70k-80k,Finance
783,60-65,22**,140k-150k,Technology
784,40-49,21**,110k-120k,Technology
785,40-49,21**,90k-100k,Business
786,50-59,21**,90k-100k,Medical
787,40-49,21**,100k-110k,Management
788,20-29,22**,60k-70k,Finance
789,20-29,20**,70k-80k,Business
790,50-59,20**,110k-120k,Medical
791,20-29,20**,60k-70k,Technology
792,30-39,22**,100k-110k,Management
793,50-59,22**,100k-110k,Business
794,30-39,21**,70k-80k,Business
795,40-49,22**,90k-100k,Business
796,20-29,20**,80k-90k,Education
797,20-29,21**,60k-70k,Finance
798,20-29,21**,80k-90k,Technology
799,30-39,20**,80k-90k,Business
800,40-49,21**,90k-100k,Education
801,40-49,20**,80k-90k,Business
802,30-39,22**,70k-80k,Technology
803,18-19,22**,60k-70k,Education
804,60-65,22**,130k-140k,Technology
805,50-59,21**,120k-130k,Technology
806,30-39,21**,110k-120k,Management
807,30-39,22**,80k-90k,Medical
808,20-29,21**,70k-80k,Medical
809,60-65,20**,110k-120k,Business
810,50-59,21**,90k-100k,Medical
811,60-65,20**,100k-110k,Finance
812,60-65,21**,130k-140k,Technology
813,50-59,21**,120k-130k,Technology
814,30-39,20**,70k-80k,Business
815,60-65,21**,100k-110k,Business
816,50-59,21**,110k-120k,Medical
817,50-59,21**,120k-130k,Technology
818,40-49,20**,80k-90k,Business
819,50-59,20**,90k-100k,Business
820,30-39,20**,100k-110k,Technology
821,20-29,21**,80k-90k,Technology
822,50-59,21**,110k-120k,Medical
823,20-29,21**,60k-70k,Business
824,20-29,22**,70k-80k,Business
825,60-65,21**,130k-140k,Technology
826,40-49,20**,90k-100k,Finance
827,30-39,21**,70k-80k,Business
828,40-49,21**,80k-90k,Technology
829,30-39,21**,80k-90k,Medical
830,50-59,21**,100k-110k,Business
831,40-49,21**,80k-90k,Business
832,20-29,20**,50k-60k,Business
833,30-39,20**,70k-80k,Technology
834,50-59,20**,100k-110k,Finance
835,50-59,21**,100k-110k,Business
836,20-29,20**,60k-70k,Business
837,50-59,21**,90k-100k,Education
838,60-65,21**,100k-110k,Business
839,40-49,22**,110k-120k,Technology
840,30-39,21**,80k-90k,Technology
841,40-49,21**,90k-100k,Technology
842,30-39,22**,80k-90k,Finance
843,60-65,22**,110k-120k,Education
844,50-59,20**,100k-110k,Medical
845,30-39,20**,80k-90k,Finance
846,40-49,20**,110k-120k,Management
847,50-59,20**,120k-130k,Technology
848,30-39,20**,80k-90k,Business
849,60-65,20**,130k-140k,Technology
850,20-29,22**,60k-70k,Finance
851,60-65,20**,130k-140k,Technology
852,60-65,20**,110k-120k,Education
853,40-49,21**,120k-130k,Technology
854,50-59,21**,110k-120k,Medical
855,20-29,21**,80k-90k,Technology
856,60-65,22**,120k-130k,Finance
857,40-49,20**,90k-100k,Business
858,18-19,22**,80k-90k,Technology
859,50-59,20**,110k-120k,Education
860,40-49,21**,80k-90k,Finance
861,40-49,20**,100k-110k,Finance
862,30-39,21**,100k-110k,Management
863,50-59,20**,80k-90k,Business
864,20-29,22**,80k-90k,Technology
865,18-19,20**,80k-90k,Technology
866,40-49,21**,80k-90k,Technology
867,60-65,22**,140k-150k,Technology
868,20-29,20**,70k-80k,Finance
869,30-39,21**,90k-100k,Technology
870,20-29,22**,70k-80k,Medical
871,60-65,21**,100k-110k,Finance
872,60-65,20**,130k-140k,Technology
873,40-49,20**,120k-130k,Technology
874,30-39,22**,100k-110k,Management
875,18-19,22**,60k-70k,Technology
876,20-29,22**,70k-80k,Medical
877,40-49,20**,110k-120k,Technology
878,20-29,20**,80k-90k,Technology
879,40-49,20**,90k-100k,Finance
880,20-29,20**,90k-100k,Technology
881,50-59,21**,90k-100k,Technology
882,40-49,22**,90k-100k,Education
883,50-59,21**,130k-140k,Technology
884,30-39,20**,80k-90k,Technology
885,20-29,22**,60k-70k,Business
886,40-49,20**,80k-90k,Medical
887,30-39,22**,70k-80k,Finance
888,30-39,21**,100k-110k,Management
889,60-65,20**,90k-100k,Business
890,60-65,20**,120k-130k,Finance
891,50-59,20**,130k-140k,Management
892,30-39,20**,80k-90k,Technology
893,40-49,20**,110k-120k,Technology
894,50-59,20**,100k-110k,Business
895,18-19,20**,60k-70k,Education
896,40-49,21**,80k-90k,Business
897,50-59,21**,110k-120k,Technology
898,18-19,20**,50k-60k,Business
899,30-39,20**,60k-70k,Finance
900,40-49,20**,110k-120k,Management
901,40-49,22**,100k-110k,Medical
902,20-29,21**,80k-90k,Management
903,30-39,20**,90k-100k,Technology
904,50-59,20**,100k-110k,Finance
905,30-39,21**,80k-90k,Medical
906,30-39,22**,80k-90k,Medical
907,20-29,20**,60k-70k,Finance
908,20-29,21**,70k-80k,Business
909,20-29,22**,60k-70k,Finance
910,20-29,22**,60k-70k,Technology
911,60-65,20**,110k-120k,Technology
912,40-49,21**,100k-110k,Management
913,20-29,20**,70k-80k,Education
914,60-65,20**,130k-140k,Technology
915,40-49,21**,80k-90k,Finance
916,30-39,22**,60k-70k,Business
917,40-49,21**,90k-100k,Business
918,20-29,21**,60k-70k,Business
919,40-49,20**,100k-110k,Technology
920,50-59,20**,130k-140k,Technology
921,18-19,20**,60k-70k,Technology
922,20-29,21**,60k-70k,Business
923,20-29,20**,100k-110k,Technology
924,60-65,20**,110k-120k,Medical
925,30-39,22**,80k-90k,Medical
926,30-39,21**,100k-110k,Technology
927,20-29,22**,80k-90k,Management
928,20-29,21**,60k-70k,Finance
929,40-49,21**,100k-110k,Technology
930,30-39,20**,90k-100k,Education
931,40-49,21**,80k-90k,Technology
932,30-39,20**,70k-80k,Business
933,40-49,21**,100k-110k,Education
934,30-39,20**,90k-100k,Management
935,18-19,20**,70k-80k,Medical
936,50-59,22**,90k-100k,Education
937,30-39,22**,80k-90k,Technology
938,60-65,20**,110k-120k,Finance
939,50-59,21**,100k-110k,Finance
940,20-29,22**,80k-90k,Technology
941,20-29,20**,70k-80k,Technology
942,40-49,21**,80k-90k,Education
943,50-59,21**,120k-130k,Technology
944,50-59,20**,120k-130k,Medical
945,50-59,21**,90k-100k,Technology
946,30-39,20**,80k-90k,Finance
947,40-49,20**,90k-100k,Education
948,30-39,20**,70k-80k,Finance
949,20-29,20**,50k-60k,Business
950,20-29,21**,90k-100k,Technology
951,30-39,20**,90k-100k,Medical
952,40-49,21**,80k-90k,Finance
953,40-49,20**,90k-100k,Finance
954,20-29,22**,80k-90k,Finance
955,20-29,20**,60k-70k,Finance
956,20-29,21**,60k-70k,Finance
957,50-59,22**,90k-100k,Technology
958,30-39,20**,100k-110k,Technology
959,40-49,22**,120k-130k,Management
960,30-39,21**,80k-90k,Technology
961,20-29,20**,70k-80k,Technology
962,30-39,20**,100k-110k,Technology
963,40-49,21**,110k-120k,Technology
964,30-39,20**,80k-90k,Technology
965,30-39,20**,60k-70k,Business
966,30-39,20**,100k-110k,Technology
967,20-29,21**,80k-90k,Technology
968,60-65,21**,100k-110k,Medical
969,40-49,20**,90k-100k,Medical
970,30-39,20**,90k-100k,Technology
971,40-49,20**,110k-120k,Technology
972,50-59,21**,110k-120k,Finance
973,50-59,20**,90k-100k,Business
974,30-39,20**,90k-100k,Medical
975,30-39,20**,100k-110k,Management
976,18-19,22**,70k-80k,Medical
977,40-49,21**,110k-120k,Management
978,50-59,20**,120k-130k,Management
979,30-39,20**,100k-110k,Technology
980,50-59,20**,90k-100k,Finance
981,20-29,21**,60k-70k,Business
982,50-59,20**,90k-100k,Finance
983,30-39,20**,80k-90k,Finance
984,60-65,20**,110k-120k,Technology
985,40-49,20**,80k-90k,Education
986,30-39,20**,70k-80k,Business
987,50-59,22**,100k-110k,Technology
988,50-59,20**,100k-110k,Business
989,30-39,21**,70k-80k,Business
990,20-29,20**,60k-70k,Business
991,20-29,21**,60k-70k,Finance
992,18-19,21**,80k-90k,Management
993,30-39,20**,70k-80k,Business
994,30-39,20**,100k-110k,Technology
995,18-19,21**,80k-90k,Technology
996,20-29,21**,80k-90k,Management
997,40-49,21**,80k-90k,Medical
998,30-39,20**,80k-90k,Finance
999,20-29,22**,80k-90k,Medical
1000,50-59,20**,110k-120k,Education
1001,60-65,21**,100k-110k,Business
1002,60-65,20**,100k-110k,Business
1003,30-39,20**,80k-90k,Finance
1004,60-65,22**,110k-120k,Technology
1005,40-49,20**,80k-90k,Business
1006,50-59,21**,100k-110k,Education
1007,50-59,20**,100k-110k,Business
1008,20-29,22**,60k-70k,Education
1009,30-39,20**,70k-80k,Education
1010,50-59,22**,130k-140k,Technology
1011,40-49,20**,80k-90k,Technology
1012,30-39,21**,90k-100k,Technology
1013,20-29,20**,70k-80k,Technology
1014,40-49,20**,100k-110k,Medical
1015,40-49,21**,110k-120k,Medical
1016,40-49,21**,110k-120k,Technology
1017,50-59,20**,100k-110k,Finance
1018,20-29,20**,60k-70k,Technology
1019,30-39,20**,80k-90k,Finance
1020,30-39,21**,100k-110k,Technology
1021,60-65,21**,130k-140k,Technology
1022,30-39,21**,80k-90k,Business
1023,60-65,21**,100k-110k,Technology
1024,50-59,20**,100k-110k,Medical
1025,20-29,20**,60k-70k,Education
1026,40-49,22**,120k-130k,Management
1027,30-39,20**,80k-90k,Finance
1028,20-29,21**,70k-80k,Technology
1029,50-59,20**,80k-90k,Business
1030,40-49,21**,70k-80k,Technology
1031,30-39,21**,70k-80k,Business
1032,20-29,20**,60k-70k,Technology
1033,50-59,20**,110k-120k,Finance
1034,20-29,21**,70k-80k,Finance
1035,40-49,20**,100k-110k,Finance
1036,40-49,21**,110k-120k,Technology
1037,40-49,21**,100k-110k,Technology
1038,30-39,21**,70k-80k,Business
1039,30-39,21**,70k-80k,Finance
1040,20-29,20**,80k-90k,Technology
1041,50-59,21**,100k-110k,Medical
1042,50-59,21**,100k-110k,Technology
1043,40-49,22**,110k-120k,Management
1044,50-59,21**,90k-100k,Finance
1045,20-29,22**,70k-80k,Medical
1046,50-59,21**,100k-110k,Business
1047,60-65,20**,90k-100k,Business
1048,40-49,20**,110k-120k,Technology
1049,30-39,20**,100k-110k,Technology
1050,20-29,20**,70k-80k,Medical
1051,50-59,20**,100k-110k,Finance
1052,20-29,21**,70k-80k,Medical
1053,50-59,20**,100k-110k,Education
1054,40-49,22**,100k-110k,Technology
1055,50-59,20**,100k-110k,Medical
1056,20-29,21**,100k-110k,Technology
1057,50-59,20**,130k-140k,Technology
1058,20-29,21**,70k-80k,Finance
1059,40-49,21**,100k-110k,Finance
1060,50-59,21**,80k-90k,Business
1061,20-29,21**,70k-80k,Finance
1062,50-59,22**,100k-110k,Business
1063,20-29,20**,70k-80k,Medical
1064,20-29,20**,60k-70k,Business
1065,18-19,20**,60k-70k,Education
1066,30-39,22**,70k-80k,Business
1067,30-39,20**,100k-110k,Technology
1068,30-39,22**,90k-100k,Finance
1069,50-59,20**,130k-140k,Technology
1070,30-39,22**,80k-90k,Medical
1071,50-59,20**,100k-110k,Education
1072,20-29,20**,90k-100k,Technology
1073,40-49,21**,120k-130k,Technology
1074,18-19,20**,80k-90k,Technology
1075,20-29,20**,60k-70k,Finance
1076,20-29,22**,60k-70k,Education
1077,30-39,21**,80k-90k,Education
1078,40-49,22**,100k-110k,Technology
1079,30-39,21**,90k-100k,Education
1080,40-49,21**,120k-130k,Technology
1081,50-59,21**,90k-100k,Education
1082,30-39,20**,80k-90k,Technology
1083,40-49,20**,90k-100k,Technology
1084,30-39,22**,70k-80k,Finance
1085,60-65,20**,100k-110k,Finance
1086,50-59,22**,80k-90k,Technology
1087,40-49,22**,110k-120k,Technology
1088,50-59,20**,90k-100k,Technology
1089,50-59,22**,100k-110k,Finance
1090,40-49,21**,100k-110k,Medical
1091,30-39,21**,70k-80k,Finance
1092,60-65,21**,130k-140k,Management
1093,50-59,20**,130k-140k,Technology
1094,60-65,21**,110k-120k,Education
1095,50-59,20**,100k-110k,Finance
1096,40-49,20**,110k-120k,Technology
1097,50-59,20**,100k-110k,Education
1098,50-59,20**,100k-110k,Finance
1099,50-59,20**,100k-110k,Finance
1100,40-49,22**,80k-90k,Education
1101,60-65,22**,110k-120k,Technology
1102,30-39,21**,80k-90k,Finance
1103,40-49,21**,90k-100k,Technology
1104,30-39,22**,70k-80k,Education
1105,60-65,22**,140k-150k,Management
1106,60-65,21**,100k-110k,Education
1107,20-29,20**,90k-100k,Management
1108,20-29,20**,60k-70k,Business
1109,60-65,20**,130k-140k,Management
1110,50-59,20**,130k-140k,Technology
1111,30-39,21**,80k-90k,Finance
1112,40-49,21**,90k-100k,Finance
1113,40-49,21**,100k-110k,Technology
1114,50-59,21**,90k-100k,Business
1115,40-49,21**,80k-90k,Finance
1116,60-65,21**,110k-120k,Medical
1117,40-49,20**,80k-90k,Technology
1118,30-39,21**,80k-90k,Education
1119,40-49,20**,110k-120k,Technology
1120,20-29,20**,60k-70k,Business
1121,30-39,20**,80k-90k,Technology
1122,30-39,20**,80k-90k,Finance
1123,20-29,20**,60k-70k,Business
1124,50-59,22**,110k-120k,Medical
1125,40-49,21**,90k-100k,Medical
1126,18-19,21**,60k-70k,Technology
1127,60-65,20**,110k-120k,Education
1128,50-59,20**,80k-90k,Finance
1129,50-59,20**,100k-110k,Finance
1130,30-39,20**,100k-110k,Technology
1131,50-59,20**,80k-90k,Business
1132,20-29,20**,60k-70k,Technology
1133,40-49,21**,120k-130k,Management
1134,30-39,22**,80k-90k,Medical
1135,30-39,21**,70k-80k,Business
1136,20-29,20**,70k-80k,Medical
1137,30-39,20**,90k-100k,Technology
1138,50-59,20**,120k-130k,Management
1139,40-49,21**,80k-90k,Technology
1140,50-59,20**,100k-110k,Business
1141,20-29,22**,70k-80k,Technology
1142,20-29,21**,80k-90k,Technology
1143,40-49,21**,100k-110k,Technology
1144,40-49,20**,110k-120k,Technology
1145,30-39,22**,80k-90k,Medical
1146,60-65,20**,140k-150k,Management
1147,60-65,21**,130k-140k,Technology
1148,50-59,20**,90k-100k,Business
1149,20-29,21**,80k-90k,Technology
1150,50-59,20**,100k-110k,Finance
1151,30-39,22**,80k-90k,Education
1152,30-39,20**,110k-120k,Technology
1153,40-49,22**,90k-100k,Finance
1154,30-39,20**,70k-80k,Finance
1155,60-65,20**,140k-150k,Technology
1156,60-65,20**,90k-100k,Business
1157,50-59,22**,110k-120k,Technology
1158,30-39,21**,70k-80k,Finance
1159,30-39,20**,70k-80k,Business
1160,20-29,20**,70k-80k,Technology
1161,60-65,21**,100k-110k,Education
1162,20-29,20**,60k-70k,Technology
1163,60-65,20**,130k-140k,Technology
1164,40-49,20**,80k-90k,Business
1165,40-49,20**,80k-90k,Education
1166,40-49,21**,90k-100k,Medical
1167,40-49,21**,80k-90k,Business
1168,20-29,22**,80k-90k,Technology
1169,20-29,21**,90k-100k,Technology
1170,40-49,22**,90k-100k,Business
1171,20-29,21**,60k-70k,Business
1172,50-59,22**,90k-100k,Technology
1173,40-49,20**,90k-100k,Business
1174,40-49,20**,90k-100k,Technology
1175,50-59,20**,110k-120k,Education
1176,60-65,22**,110k-120k,Business
1177,30-39,21**,80k-90k,Education
1178,60-65,20**,110k-120k,Business
1179,60-65,21**,100k-110k,Finance
1180,60-65,20**,120k-130k,Medical
1181,50-59,20**,90k-100k,Technology
1182,50-59,21**,80k-90k,Business
1183,20-29,20**,60k-70k,Business
1184,30-39,20**,90k-100k,Finance
1185,30-39,22**,100k-110k,Management
1186,40-49,20**,90k-100k,Finance
1187,40-49,21**,80k-90k,Business
1188,40-49,20**,80k-90k,Business
1189,40-49,20**,90k-100k,Technology
1190,40-49,21**,90k-100k,Technology
1191,18-19,21**,70k-80k,Technology
1192,50-59,20**,120k-130k,Management
1193,30-39,20**,80k-90k,Education
1194,40-49,21**,100k-110k,Education
1195,40-49,22**,100k-110k,Education
1196,20-29,22**,80k-90k,Technology
1197,18-19,21**,60k-70k,Education
1198,50-59,21**,110k-120k,Management
1199,20-29,21**,80k-90k,Technology
1200,60-65,20**,110k-120k,Medical
1201,50-59,20**,90k-100k,Finance
1202,40-49,21**,80k-90k,Finance
1203,60-65,20**,110k-120k,Education
1204,20-29,20**,60k-70k,Business
1205,40-49,21**,80k-90k,Business
1206,40-49,21**,80k-90k,Technology
1207,50-59,21**,110k-120k,Medical
1208,50-59,22**,130k-140k,Technology
1209,20-29,20**,90k-100k,Technology
1210,60-65,21**,100k-110k,Business
1211,50-59,21**,110k-120k,Medical
1212,60-65,20**,100k-110k,Finance
1213,30-39,21**,80k-90k,Finance
1214,20-29,21**,80k-90k,Medical
1215,30-39,20**,110k-120k,Management
1216,50-59,20**,90k-100k,Finance
1217,50-59,22**,110k-120k,Finance
1218,60-65,22**,130k-140k,Technology
1219,50-59,22**,120k-130k,Management
1220,60-65,21**,140k-150k,Technology
1221,40-49,21**,90k-100k,Business
1222,60-65,20**,130k-140k,Management
1223,18-19,20**,80k-90k,Management
1224,40-49,20**,100k-110k,Technology
1225,30-39,20**,70k-80k,Finance
1226,60-65,20**,100k-110k,Finance
1227,60-65,20**,120k-130k,Finance
1228,20-29,21**,60k-70k,Education
1229,50-59,20**,130k-140k,Management
1230,40-49,21**,80k-90k,Finance
1231,60-65,21**,100k-110k,Technology
1232,40-49,21**,80k-90k,Education
1233,18-19,20**,60k-70k,Finance
1234,30-39,21**,80k-90k,Education
1235,60-65,20**,100k-110k,Business
1236,30-39,20**,70k-80k,Business
1237,20-29,22**,100k-110k,Technology
1238,20-29,20**,80k-90k,Medical
1239,30-39,20**,90k-100k,Management
1240,20-29,20**,50k-60k,Business
1241,30-39,22**,70k-80k,Business
1242,20-29,20**,90k-100k,Technology
1243,20-29,22**,50k-60k,Business
1244,40-49,21**,90k-100k,Business
1245,20-29,21**,60k-70k,Education
1246,20-29,20**,100k-110k,Management
1247,20-29,21**,80k-90k,Medical
1248,40-49,21**,100k-110k,Technology
1249,30-39,20**,80k-90k,Education
1250,30-39,21**,80k-90k,Finance
1251,40-49,22**,100k-110k,Management
1252,20-29,21**,70k-80k,Education
1253,50-59,21**,100k-110k,Business
1254,20-29,21**,60k-70k,Education
1255,40-49,21**,90k-100k,Finance
1256,18-19,21**,80k-90k,Management
1257,50-59,21**,80k-90k,Business
1258,30-39,20**,80k-90k,Finance
1259,20-29,20**,80k-90k,Technology
1260,50-59,22**,80k-90k,Technology
1261,30-39,22**,70k-80k,Finance
1262,20-29,21**,70k-80k,Finance
1263,50-59,22**,120k-130k,Technology
1264,18-19,22**,60k-70k,Business
1265,20-29,20**,70k-80k,Technology
1266,20-29,21**,70k-80k,Finance
1267,50-59,20**,100k-110k,Finance
1268,40-49,22**,80k-90k,Business
1269,40-49,20**,90k-100k,Education
1270,60-65,21**,120k-130k,Technology
1271,50-59,20**,110k-120k,Business
1272,20-29,21**,80k-90k,Technology
1273,20-29,22**,70k-80k,Finance
1274,50-59,20**,130k-140k,Technology
1275,40-49,22**,80k-90k,Medical
1276,40-49,21**,110k-120k,Technology
1277,20-29,21**,70k-80k,Medical
1278,50-59,20**,130k-140k,Technology
1279,18-19,21**,80k-90k,Management
1280,20-29,20**,80k-90k,Technology
1281,50-59,21**,110k-120k,Medical
1282,20-29,20**,70k-80k,Finance
1283,30-39,22**,90k-100k,Medical
1284,20-29,20**,80k-90k,Technology
1285,50-59,20**,100k-110k,Finance
1286,20-29,20**,70k-80k,Business
1287,40-49,20**,110k-120k,Management
1288,60-65,20**,120k-130k,Technology
1289,30-39,21**,60k-70k,Business
1290,40-49,22**,100k-110k,Technology
1291,20-29,21**,60k-70k,Finance
1292,30-39,21**,80k-90k,Education
1293,30-39,22**,70k-80k,Business
1294,60-65,20**,110k-120k,Business
1295,50-59,20**,100k-110k,Education
1296,20-29,20**,70k-80k,Technology
1297,30-39,20**,80k-90k,Medical
1298,20-29,21**,70k-80k,Education
1299,40-49,20**,100k-110k,Education
1300,50-59,20**,130k-140k,Technology
1301,20-29,20**,70k-80k,Finance
1302,30-39,22**,70k-80k,Finance
1303,60-65,20**,140k-150k,Technology
1304,50-59,21**,110k-120k,Technology
1305,40-49,20**,70k-80k,Business
1306,50-59,21**,110k-120k,Finance
1307,40-49,21**,120k-130k,Technology
1308,30-39,22**,70k-80k,Business
1309,20-29,21**,70k-80k,Business
1310,20-29,21**,80k-90k,Medical
1311,18-19,21**,60k-70k,Finance
1312,50-59,21**,110k-120k,Technology
1313,20-29,21**,60k-70k,Business
1314,60-65,21**,100k-110k,Business
1315,30-39,20**,60k-70k,Business
1316,30-39,20**,70k-80k,Education
1317,60-65,21**,100k-110k,Finance
1318,40-49,21**,70k-80k,Business
1319,20-29,20**,70k-80k,Education
1320,50-59,22**,110k-120k,Finance
1321,50-59,21**,120k-130k,Management
1322,40-49,21**,100k-110k,Medical
1323,50-59,21**,120k-130k,Technology
1324,40-49,21**,80k-90k,Finance
1325,40-49,21**,90k-100k,Education
1326,50-59,21**,90k-100k,Technology
1327,40-49,20**,110k-120k,Technology
1328,50-59,20**,90k-100k,Finance
1329,20-29,21**,100k-110k,Technology
1330,60-65,22**,130k-140k,Technology
1331,40-49,22**,80k-90k,Education
1332,40-49,21**,80k-90k,Business
1333,50-59,22**,130k-140k,Technology
1334,18-19,20**,60k-70k,Finance
1335,50-59,20**,90k-100k,Business
1336,50-59,20**,130k-140k,Management
1337,20-29,20**,70k-80k,Technology
1338,20-29,21**,100k-110k,Management
1339,50-59,22**,90k-100k,Technology
1340,20-29,21**,70k-80k,Finance
1341,40-49,20**,80k-90k,Business
1342,40-49,20**,90k-100k,Business
1343,20-29,22**,70k-80k,Business
1344,30-39,22**,100k-110k,Technology
1345,40-49,21**,80k-90k,Business
1346,30-39,21**,70k-80k,Medical
1347,20-29,20**,70k-80k,Technology
1348,50-59,20**,110k-120k,Medical
1349,20-29,21**,90k-100k,Technology
1350,20-29,21**,80k-90k,Management
1351,20-29,22**,60k-70k,Business
1352,50-59,20**,130k-140k,Management
1353,50-59,21**,90k-100k,Medical
1354,60-65,21**,130k-140k,Management
1355,40-49,21**,110k-120k,Medical
1356,60-65,20**,110k-120k,Business
1357,20-29,21**,70k-80k,Finance
1358,20-29,21**,70k-80k,Finance
1359,40-49,20**,80k-90k,Finance
1360,60-65,21**,110k-120k,Technology
1361,20-29,20**,90k-100k,Management
1362,50-59,22**,100k-110k,Finance
1363,40-49,20**,80k-90k,Education
1364,40-49,20**,80k-90k,Business
1365,50-59,21**,100k-110k,Medical
1366,50-59,22**,110k-120k,Finance
1367,30-39,21**,90k-100k,Medical
1368,40-49,21**,120k-130k,Technology
1369,50-59,20**,90k-100k,Business
1370,50-59,22**,100k-110k,Education
1371,60-65,22**,130k-140k,Technology
1372,60-65,21**,100k-110k,Finance
1373,20-29,21**,60k-70k,Finance
1374,30-39,21**,90k-100k,Management
1375,20-29,22**,70k-80k,Medical
1376,20-29,21**,90k-100k,Technology
1377,40-49,20**,110k-120k,Technology
1378,30-39,20**,80k-90k,Education
1379,20-29,21**,70k-80k,Medical
1380,30-39,20**,70k-80k,Business
1381,50-59,21**,90k-100k,Business
1382,30-39,20**,90k-100k,Management
1383,20-29,21**,60k-70k,Business
1384,60-65,21**,100k-110k,Finance
1385,60-65,21**,100k-110k,Technology
1386,50-59,20**,90k-100k,Technology
1387,30-39,21**,90k-100k,Medical
1388,40-49,20**,90k-100k,Business
1389,18-19,20**,80k-90k,Technology
1390,30-39,21**,100k-110k,Management
1391,40-49,20**,100k-110k,Finance
1392,30-39,21**,80k-90k,Business
1393,18-19,20**,60k-70k,Finance
1394,50-59,21**,110k-120k,Technology
1395,50-59,20**,90k-100k,Finance
1396,50-59,21**,110k-120k,Finance
1397,30-39,21**,80k-90k,Business
1398,40-49,20**,90k-100k,Finance
1399,60-65,21**,90k-100k,Business
1400,40-49,20**,100k-110k,Technology
1401,40-49,22**,80k-90k,Finance
1402,30-39,21**,90k-100k,Medical
1403,50-59,22**,90k-100k,Technology
1404,30-39,20**,80k-90k,Finance
1405,60-65,20**,110k-120k,Education
1406,20-29,20**,70k-80k,Business
1407,30-39,20**,60k-70k,Business
1408,60-65,21**,100k-110k,Finance
1409,30-39,20**,70k-80k,Finance
1410,30-39,20**,70k-80k,Finance
1411,20-29,20**,80k-90k,Technology
1412,60-65,21**,90k-100k,Business
1413,50-59,21**,90k-100k,Technology
1414,50-59,21**,110k-120k,Education
1415,30-39,20**,80k-90k,Business
1416,30-39,20**,90k-100k,Medical
1417,20-29,21**,70k-80k,Technology
1418,40-49,20**,120k-130k,Management
1419,40-49,22**,80k-90k,Medical
1420,40-49,22**,120k-130k,Technology
1421,40-49,22**,80k-90k,Education
1422,18-19,21**,60k-70k,Finance
1423,20-29,21**,60k-70k,Education
1424,20-29,20**,90k-100k,Management
1425,30-39,21**,70k-80k,Business
1426,40-49,21**,110k-120k,Technology
1427,30-39,22**,80k-90k,Medical
1428,40-49,20**,90k-100k,Medical
1429,20-29,20**,70k-80k,Business
1430,60-65,20**,100k-110k,Finance
1431,30-39,21**,100k-110k,Management
1432,30-39,22**,90k-100k,Technology
1433,40-49,20**,90k-100k,Technology
1434,40-49,22**,120k-130k,Technology
1435,50-59,21**,100k-110k,Education
1436,30-39,21**,90k-100k,Management
1437,40-49,22**,100k-110k,Technology
1438,20-29,20**,60k-70k,Finance
1439,50-59,21**,130k-140k,Technology
1440,30-39,21**,90k-100k,Education
1441,50-59,21**,90k-100k,Finance
1442,40-49,21**,120k-130k,Technology
1443,30-39,21**,70k-80k,Business
1444,20-29,21**,70k-80k,Finance
1445,60-65,21**,130k-140k,Management
1446,20-29,21**,70k-80k,Medical
1447,40-49,20**,120k-130k,Technology
1448,40-49,21**,80k-90k,Business
1449,20-29,20**,80k-90k,Technology
1450,30-39,20**,70k-80k,Education
1451,60-65,21**,120k-130k,Finance
1452,30-39,21**,80k-90k,Business
1453,50-59,21**,90k-100k,Business
1454,20-29,20**,70k-80k,Technology
1455,60-65,22**,100k-110k,Finance
1456,30-39,21**,90k-100k,Technology
1457,20-29,21**,90k-100k,Technology
1458,20-29,21**,70k-80k,Technology
1459,20-29,20**,70k-80k,Technology
1460,20-29,20**,70k-80k,Medical
1461,30-39,21**,70k-80k,Finance
1462,20-29,20**,80k-90k,Management
1463,20-29,20**,70k-80k,Education
1464,40-49,20**,120k-130k,Management
1465,40-49,22**,120k-130k,Technology
1466,20-29,21**,70k-80k,Business
1467,50-59,21**,100k-110k,Business
1468,50-59,20**,130k-140k,Management
1469,40-49,20**,110k-120k,Management
1470,40-49,21**,100k-110k,Finance
1471,30-39,20**,90k-100k,Technology
1472,18-19,20**,80k-90k,Management
1473,30-39,21**,60k-70k,Business
1474,60-65,21**,100k-110k,Business
1475,18-19,20**,70k-80k,Medical
